Unnamed: 0,im,Old,Female,DarkSkin,ita
12143,054244.jpg,False,False,True,21.44579957557185
12144,118756.jpg,False,False,True,27.51791023498936
12145,096805.jpg,False,False,True,25.34219024601817
12146,104272.jpg,False,True,True,27.48449903673645
12147,158652.jpg,False,True,True,26.143207333349785
12148,110137.jpg,False,True,True,26.97943841601809
12149,089359.jpg,False,False,True,21.43829539976831
12150,004253.jpg,False,True,True,19.16175885248332
12151,160864.jpg,False,False,True,25.19307996325408
12152,107571.jpg,False,False,True,27.6287843894964
12153,136719.jpg,False,True,True,27.12460082933649
12154,075216.jpg,False,True,True,25.66655361061131
12155,197208.jpg,False,False,True,26.648706032471146
12156,035433.jpg,False,False,True,27.39963575800901
12157,011097.jpg,False,True,True,23.93879917608141
12158,057525.jpg,False,False,True,26.65029065017241
12159,046195.jpg,False,False,True,26.390933764191107
12160,111864.jpg,False,True,True,23.589911669649233
12161,019283.jpg,False,True,True,26.247559535890236
12162,059696.jpg,False,False,True,23.077513064129466
12163,058060.jpg,False,True,True,25.927183048236817
12164,061215.jpg,False,True,True,18.098855390247927
12165,009387.jpg,False,True,True,26.82622219199865
12166,202241.jpg,False,True,True,27.03230228395147
12167,087104.jpg,False,True,True,23.685811954851914
12168,039435.jpg,False,True,True,21.044330245001074
12169,161485.jpg,False,False,True,25.53999784636332
12170,163728.jpg,False,False,True,21.04802683401963
12171,031493.jpg,False,False,True,25.988643598407158
12172,027568.jpg,False,False,True,21.66114387888063
12173,172639.jpg,False,False,True,27.751149382689285
12174,137732.jpg,False,True,True,25.62954077644061
12175,042847.jpg,False,True,True,27.74393211990757
12176,000369.jpg,False,True,True,27.665508954410328
12177,102986.jpg,False,False,True,22.56899711048448
12178,007136.jpg,False,True,True,21.26058466830775
12179,148092.jpg,False,True,True,24.711871392766586
12180,087943.jpg,False,False,True,27.086772014114928
12181,144455.jpg,False,False,True,20.02626939867671
12182,138337.jpg,False,False,True,26.648785964240588
12183,065423.jpg,False,True,True,23.201677257919197
12184,045051.jpg,False,False,True,22.706511656283634
12185,156531.jpg,False,False,True,22.547599043479824
12186,045507.jpg,False,True,True,24.00638672258165
12187,148890.jpg,False,True,True,27.55006831870199
12188,044077.jpg,False,True,True,26.21188260657503
12189,091043.jpg,False,True,True,26.88227862426797
12190,125700.jpg,False,True,True,25.600525136892514
12191,066498.jpg,False,False,True,18.0691718081213
12192,181739.jpg,False,False,True,20.985936198326453
12193,172095.jpg,False,True,True,22.97801800082334
12194,118216.jpg,False,False,True,18.98300803127783
12195,011100.jpg,False,True,True,21.683587176007514
12196,200876.jpg,False,True,True,27.4709083648147
12197,049051.jpg,False,True,True,25.992650218991642
12198,065615.jpg,False,False,True,17.49178399115196
12199,118301.jpg,False,True,True,27.29933318605765
12200,176118.jpg,False,False,True,27.390620838451948
12201,044996.jpg,False,True,True,25.277783209424683
12202,101442.jpg,False,True,True,18.759465304481488
12203,124291.jpg,False,False,True,16.070732228117254
12204,051812.jpg,False,True,True,23.25468310184565
12205,035237.jpg,False,True,True,26.18222871064977
12206,108737.jpg,False,True,True,26.034198849342705
12207,037047.jpg,False,False,True,21.229140936517734
12208,197481.jpg,False,False,True,23.51132761728138
12209,162555.jpg,False,True,True,22.766486523065677
12210,076424.jpg,False,False,True,27.28971433997568
12211,025912.jpg,False,False,True,21.448203443536347
12212,143545.jpg,False,False,True,27.20009212282373
12213,062408.jpg,False,True,True,27.893643756428013
12214,087103.jpg,False,True,True,26.21996775746905
12215,110539.jpg,False,False,True,24.38939177784332
12216,106566.jpg,False,False,True,22.19954387400027
12217,006708.jpg,False,False,True,23.64353078363673
12218,174673.jpg,False,False,True,21.493062665603514
12219,100746.jpg,False,True,True,27.235569907868648
12220,110934.jpg,False,False,True,24.891309776531987
12221,102784.jpg,False,True,True,25.131811730871743
12222,185848.jpg,False,True,True,22.501301504959255
12223,143210.jpg,False,True,True,22.921439735775017
12224,134070.jpg,False,True,True,22.717503596158398
12225,126464.jpg,False,False,True,27.903350765747
12226,017905.jpg,False,True,True,27.200768182811327
12227,094152.jpg,False,False,True,24.117409170610056
12228,129084.jpg,False,False,True,21.620961533323726
12229,143925.jpg,False,False,True,17.78625452539993
12230,151100.jpg,False,False,True,26.2116957890005
12231,107597.jpg,False,True,True,20.93442515794664
12232,051753.jpg,False,False,True,23.92575512316918
12233,147200.jpg,False,False,True,25.234778687341908
12234,201588.jpg,False,True,True,27.59316764229517
12235,096283.jpg,False,False,True,19.02672325248228
12236,018728.jpg,False,True,True,22.744957105565113
12237,152524.jpg,False,False,True,22.63272439094029
12238,064574.jpg,False,False,True,18.672954845728995
12239,048579.jpg,False,False,True,26.47872796648009
12240,013483.jpg,False,True,True,15.520712454157
12241,158498.jpg,False,False,True,16.74401307643653
12242,010594.jpg,False,True,True,26.04394810915669
12243,191467.jpg,False,False,True,24.716704089112355
12244,015149.jpg,False,False,True,25.959289005416327
12245,122635.jpg,False,True,True,27.263251924785852
12246,140112.jpg,False,True,True,25.365700062847647
12247,063791.jpg,False,True,True,9.89252873185934
12248,040338.jpg,False,True,True,27.76110290979961
12249,139657.jpg,False,False,True,21.22572586777757
12250,159098.jpg,False,True,True,25.05269351319636
12251,166853.jpg,False,False,True,26.87671727963133
12252,099429.jpg,False,True,True,8.411465813674202
12253,067126.jpg,False,True,True,24.447601637620625
12254,080808.jpg,False,False,True,24.81128751559157
12255,192367.jpg,False,True,True,25.102903753712877
12256,074378.jpg,False,True,True,17.145195191960966
12257,184273.jpg,False,False,True,26.897001567311026
12258,158188.jpg,False,True,True,26.483504498640386
12259,068615.jpg,False,False,True,17.786904001200774
12260,190264.jpg,False,True,True,23.942182632451118
12261,048919.jpg,False,True,True,18.171157634710017
12262,163366.jpg,False,True,True,19.10220109528937
12263,148436.jpg,False,False,True,27.502595940967154
12264,130803.jpg,False,False,True,27.90443715716631
12265,177886.jpg,False,True,True,21.59358538503531
12266,032183.jpg,False,True,True,14.735201151480688
12267,026620.jpg,False,True,True,27.46028765627193
12268,023445.jpg,False,False,True,24.42667534931124
12269,074782.jpg,False,True,True,22.156940978004656
12270,045293.jpg,False,True,True,27.08194799629652
12271,060255.jpg,False,True,True,27.82434362408719
12272,135175.jpg,False,True,True,26.5081477736936
12273,017770.jpg,False,False,True,17.339981922878643
12274,125301.jpg,False,False,True,13.921814460984757
12275,151686.jpg,False,False,True,27.865413114169225
12276,080366.jpg,False,True,True,18.39764925731634
12277,144248.jpg,False,True,True,22.167783549912613
12278,025895.jpg,False,True,True,27.56682666561161
12279,005151.jpg,False,True,True,27.658028043602485
12280,022018.jpg,False,True,True,23.011439288639174
12281,130446.jpg,False,False,True,17.046704340529562
12282,117311.jpg,False,True,True,27.42695193024301
12283,063444.jpg,False,False,True,20.57145145516502
12284,147941.jpg,False,True,True,24.032163233009893
12285,094765.jpg,False,False,True,19.05368289137025
12286,032365.jpg,False,False,True,21.398243332634546
12287,151703.jpg,False,False,True,19.93496901793717
12288,183299.jpg,False,False,True,22.76386253340581
12289,056740.jpg,False,True,True,25.71675450439596
12290,029684.jpg,False,False,True,21.3554108601642
12291,175680.jpg,False,True,True,24.86466008116312
12292,191684.jpg,False,True,True,19.818727883099747
12293,112725.jpg,False,False,True,15.714593324494171
12294,151773.jpg,False,True,True,22.693513642812878
12295,004531.jpg,False,True,True,27.957929536310004
12296,060795.jpg,False,True,True,24.85992823861969
12297,139709.jpg,False,False,True,23.717143837707976
12298,084726.jpg,False,True,True,26.114721200842023
12299,186128.jpg,False,True,True,18.78357163273487
12300,198062.jpg,False,True,True,24.398697820709682
12301,018318.jpg,False,False,True,25.390972208164893
12302,147541.jpg,False,False,True,27.831409917197785
12303,188082.jpg,False,True,True,27.79923541645102
12304,165054.jpg,False,False,True,20.359685054618748
12305,139962.jpg,False,True,True,27.8216784017458
12306,009349.jpg,False,False,True,25.48387049061557
12307,006246.jpg,False,True,True,26.799258539395318
12308,176302.jpg,False,False,True,17.48001538580051
12309,033641.jpg,False,False,True,14.786353024703185
12310,025110.jpg,False,True,True,27.13927314949429
12311,042378.jpg,False,True,True,24.847960576387905
12312,097301.jpg,False,True,True,19.956110908368693
12313,187607.jpg,False,False,True,27.930919906006842
12314,041353.jpg,False,True,True,27.66372500008811
12315,171060.jpg,False,False,True,19.91802655368863
12316,164232.jpg,False,True,True,21.963832186379555
12317,048592.jpg,False,True,True,24.54428294993447
12318,030017.jpg,False,True,True,24.93975874770215
12319,074994.jpg,False,True,True,24.397181014753603
12320,198461.jpg,False,False,True,23.784262801087152
12321,037903.jpg,False,True,True,17.59206374332606
12322,043984.jpg,False,True,True,26.635996628775626
12323,140141.jpg,False,True,True,21.99128461332961
12324,012075.jpg,False,True,True,22.285031427086068
12325,017587.jpg,False,False,True,26.825716988405233
12326,002616.jpg,False,False,True,21.11202013487545
12327,087203.jpg,False,False,True,27.31961077778757
12328,045737.jpg,False,False,True,27.77364652206004
12329,032353.jpg,False,True,True,18.183015542281424
12330,041007.jpg,False,True,True,27.28663140532229
12331,059960.jpg,False,False,True,27.20716200958509
12332,012066.jpg,False,False,True,20.49104572137964
12333,000326.jpg,False,True,True,20.953817413753644
12334,170508.jpg,False,True,True,26.544271220117746
12335,043330.jpg,False,True,True,26.89182169704537
12336,059352.jpg,False,False,True,18.60244634082203
12337,139206.jpg,False,False,True,24.318163906779603
12338,174478.jpg,False,False,True,27.49814933297637
12339,042449.jpg,False,False,True,25.148520757472753
12340,198538.jpg,False,True,True,25.85762692545897
12341,166659.jpg,False,False,True,25.277990035585127
12342,197437.jpg,False,False,True,25.044243410093745
12343,134784.jpg,False,True,True,26.08321843802176
12344,184639.jpg,False,True,True,22.935333710881697
12345,054817.jpg,False,True,True,25.095070877957482
12346,186387.jpg,False,True,True,21.834947210495624
12347,021033.jpg,False,True,True,24.261921302668377
12348,103736.jpg,False,True,True,27.723149831786838
12349,018949.jpg,False,False,True,22.22735364008736
12350,094121.jpg,False,True,True,17.658890629559487
12351,185224.jpg,False,True,True,26.257512173057947
12352,067399.jpg,False,True,True,23.85675132329732
12353,094708.jpg,False,True,True,26.963751341170425
12354,035486.jpg,False,False,True,26.400520007390643
12355,123731.jpg,False,True,True,23.50339418996991
12356,059507.jpg,False,True,True,24.03239437849036
12357,022304.jpg,False,False,True,22.665424228144868
12358,120015.jpg,False,False,True,26.16993532702481
12359,088036.jpg,False,True,True,23.81157663009253
12360,091038.jpg,False,True,True,23.162911052884425
12361,023038.jpg,False,False,True,26.4749440771072
12362,079405.jpg,False,False,True,23.03020939813227
12363,140207.jpg,False,True,True,22.583457110726343
12364,013107.jpg,False,True,True,22.562529497707963
12365,083541.jpg,False,True,True,27.680717767682395
12366,113274.jpg,False,False,True,26.77595696846791
12367,154509.jpg,False,True,True,16.6769851204938
12368,038183.jpg,False,True,True,20.37914682425034
12369,144645.jpg,False,True,True,26.351683975669193
12370,053842.jpg,False,True,True,27.429919995691105
12371,076833.jpg,False,True,True,27.66990972074419
12372,177454.jpg,False,True,True,27.504732015893804
12373,147498.jpg,False,False,True,25.82603054392718
12374,180976.jpg,False,False,True,27.020492346450855
12375,156568.jpg,False,True,True,26.125481676550752
12376,038570.jpg,False,False,True,18.78880646548142
12377,072525.jpg,False,True,True,27.64366625470554
12378,029065.jpg,False,False,True,21.29893649859952
12379,116855.jpg,False,True,True,24.048460198705374
12380,087569.jpg,False,False,True,26.733574909168677
12381,018795.jpg,False,False,True,24.27040718609848
12382,061055.jpg,False,False,True,26.319288716832
12383,119766.jpg,False,False,True,21.399756440708533
12384,063708.jpg,False,False,True,24.047865379256788
12385,093415.jpg,False,False,True,25.481449258049306
12386,000014.jpg,False,True,True,27.71336291689217
12387,093105.jpg,False,False,True,27.94235794967088
12388,090374.jpg,False,False,True,24.38752766283641
12389,195882.jpg,False,False,True,22.95087374901468
12390,022384.jpg,False,False,True,23.208619515825248
12391,130528.jpg,False,True,True,24.215593122596477
12392,126668.jpg,False,False,True,23.824233620010304
12393,151653.jpg,False,False,True,21.725549612601245
12394,074891.jpg,False,True,True,25.689546739221182
12395,023826.jpg,False,True,True,25.801568443820692
12396,000256.jpg,False,True,True,16.190587867567285
12397,196752.jpg,False,True,True,26.14205529959544
12398,012578.jpg,False,True,True,25.26774448721941
12399,045230.jpg,False,False,True,25.16736178824837
12400,174696.jpg,False,False,True,20.84011298112016
12401,145761.jpg,False,False,True,22.629815542026826
12402,026166.jpg,False,False,True,26.864848214113998
12403,070603.jpg,False,True,True,16.89525571369643
12404,091923.jpg,False,True,True,27.33122786035345
12405,115144.jpg,False,False,True,21.519056841359177
12406,174924.jpg,False,True,True,25.93262412270905
12407,087777.jpg,False,True,True,18.02031203817277
12408,191865.jpg,False,True,True,19.899068686244
12409,113098.jpg,False,True,True,27.02758200632196
12410,145734.jpg,False,False,True,26.36547123752925
12411,112017.jpg,False,False,True,14.563982857265177
12412,022733.jpg,False,True,True,27.09085498141657
12413,060156.jpg,False,False,True,25.16588642605554
12414,192591.jpg,False,True,True,21.13231237037908
12415,010870.jpg,False,False,True,23.73882331218554
12416,060127.jpg,False,False,True,22.337032913321625
12417,072332.jpg,False,True,True,23.821793609012257
12418,104516.jpg,False,True,True,25.673694879344033
12419,106213.jpg,False,False,True,25.883833758276488
12420,106202.jpg,False,True,True,26.28343442312261
12421,193421.jpg,False,False,True,24.64941540250484
12422,071545.jpg,False,True,True,14.177126864229633
12423,149815.jpg,False,True,True,26.35002642112089
12424,188255.jpg,False,False,True,21.55886075563928
12425,107535.jpg,False,False,True,25.69815569546943
12426,060880.jpg,False,False,True,19.590775163863675
12427,130034.jpg,False,True,True,24.581810088665648
12428,123365.jpg,False,False,True,24.396782564746715
12429,161730.jpg,False,True,True,26.1550622155917
12430,025613.jpg,False,False,True,26.85548626007445
12431,033955.jpg,False,True,True,26.621202119086927
12432,075472.jpg,False,False,True,25.357593458138147
12433,060579.jpg,False,True,True,26.483703404966178
12434,102024.jpg,False,True,True,23.952676088033236
12435,145606.jpg,False,False,True,26.970250496324066
12436,067047.jpg,False,True,True,26.55178477586875
12437,169049.jpg,False,False,True,23.05405990919202
12438,069510.jpg,False,True,True,23.452921895430908
12439,026610.jpg,False,False,True,26.06074343156249
12440,085546.jpg,False,False,True,20.39650503952493
12441,064485.jpg,False,True,True,25.68525760304296
12442,090897.jpg,False,True,True,22.176262457882405
12443,135062.jpg,False,False,True,23.950278641303893
12444,012128.jpg,False,True,True,24.137667720638284
12445,097947.jpg,False,True,True,27.066974893675265
12446,183516.jpg,False,True,True,27.94200705523958
12447,181546.jpg,False,True,True,22.01026848442944
12448,191726.jpg,False,False,True,26.74523004373933
12449,109935.jpg,False,True,True,24.421464013260064
12450,145962.jpg,False,False,True,24.428864821405462
12451,120598.jpg,False,True,True,27.1563947778906
12452,172874.jpg,False,True,True,25.51535624584565
12453,037457.jpg,False,False,True,19.648820030935983
12454,103906.jpg,False,False,True,21.074318982853335
12455,070916.jpg,False,False,True,20.586163974454575
12456,018145.jpg,False,False,True,24.27387914707285
12457,129889.jpg,False,False,True,20.026984787601144
12458,157469.jpg,False,False,True,27.494801691579404
12459,116053.jpg,False,True,True,26.41633717730087
12460,146393.jpg,False,False,True,27.60459750486192
12461,060821.jpg,False,False,True,17.6995134204779
12462,090185.jpg,False,False,True,25.678120075087207
12463,017209.jpg,False,False,True,26.613846011051105
12464,148085.jpg,False,False,True,24.58390366874671
12465,195632.jpg,False,True,True,23.00248410127771
12466,009797.jpg,False,True,True,20.07710349624089
12467,095832.jpg,False,False,True,18.56409739089511
12468,093907.jpg,False,False,True,27.66456794686729
12469,129916.jpg,False,False,True,19.422197141833962
12470,063974.jpg,False,False,True,7.632240381854546
12471,102579.jpg,False,False,True,27.922398708009876
12472,019698.jpg,False,False,True,25.45772333613466
12473,094360.jpg,False,True,True,20.101005916953536
12474,060789.jpg,False,False,True,23.710221344734588
12475,063447.jpg,False,True,True,24.44645470440549
12476,001949.jpg,False,False,True,22.874169351448412
12477,062747.jpg,False,False,True,14.710941784317276
12478,019313.jpg,False,False,True,15.651349870573553
12479,078040.jpg,False,True,True,23.399783176919268
12480,165015.jpg,False,False,True,22.70837777977416
12481,053021.jpg,False,True,True,25.98838054630134
12482,003362.jpg,False,True,True,24.81047551623741
12483,130482.jpg,False,True,True,26.847731651255426
12484,129321.jpg,False,False,True,25.792926332615927
12485,193416.jpg,False,True,True,22.122965470297714
12486,015534.jpg,False,True,True,27.30005525580707
12487,180046.jpg,False,True,True,27.90998870574533
12488,173177.jpg,False,False,True,21.40587513048207
12489,009977.jpg,False,False,True,23.925401332000238
12490,044068.jpg,False,False,True,23.19498802363821
12491,039073.jpg,False,False,True,18.590226466108398
12492,001758.jpg,False,False,True,19.279489397546413
12493,201308.jpg,False,False,True,16.362157851419724
12494,197295.jpg,False,True,True,19.91119513153958
12495,137166.jpg,False,True,True,25.10306638748825
12496,014855.jpg,False,True,True,21.81392339177832
12497,109598.jpg,False,True,True,27.647287390419702
12498,105777.jpg,False,True,True,26.52636532718529
12499,044491.jpg,False,True,True,18.689312727485767
12500,095658.jpg,False,False,True,27.536361471553672
12501,072375.jpg,False,True,True,27.99225157672492
12502,082083.jpg,False,False,True,27.534960366977163
12503,098947.jpg,False,True,True,26.63835491403364
12504,166952.jpg,False,True,True,25.434208817033976
12505,054647.jpg,False,False,True,25.34849282585002
12506,085366.jpg,False,True,True,24.2101796942597
12507,053369.jpg,False,True,True,24.794034820615224
12508,180878.jpg,False,True,True,27.914551167492746
12509,054608.jpg,False,False,True,24.048008052617746
12510,121991.jpg,False,False,True,20.583924121903767
12511,136983.jpg,False,False,True,10.656646851157689
12512,128350.jpg,False,True,True,27.574536331420298
12513,167755.jpg,False,False,True,26.425742210819827
12514,102736.jpg,False,False,True,19.90319688934646
12515,165568.jpg,False,False,True,24.582694634478976
12516,071553.jpg,False,True,True,27.453051465080446
12517,097576.jpg,False,True,True,21.440220324875177
12518,200591.jpg,False,False,True,20.457833583164586
12519,163884.jpg,False,False,True,19.272959619446183
12520,130177.jpg,False,True,True,25.02227414782724
12521,187908.jpg,False,False,True,26.46220853705471
12522,019955.jpg,False,True,True,27.285593149588976
12523,032852.jpg,False,False,True,25.59762509109573
12524,142030.jpg,False,False,True,23.667598714716156
12525,198692.jpg,False,False,True,23.78942219008088
12526,149070.jpg,False,True,True,20.7312237355394
12527,128135.jpg,False,False,True,15.926872307181794
12528,158570.jpg,False,False,True,26.28893079426917
12529,083380.jpg,False,True,True,18.31139614288447
12530,191676.jpg,False,True,True,24.2956230881326
12531,132637.jpg,False,True,True,26.04510764030761
12532,148237.jpg,False,True,True,20.7163710917576
12533,173369.jpg,False,False,True,21.640067876577497
12534,019934.jpg,False,False,True,17.63300505609131
12535,025768.jpg,False,False,True,27.33516472542965
12536,162605.jpg,False,True,True,25.638468747891043
12537,119851.jpg,False,True,True,24.985098220556146
12538,120604.jpg,False,False,True,22.622920668812732
12539,001888.jpg,False,False,True,20.176630091274003
12540,002469.jpg,False,True,True,24.514936849572912
12541,074936.jpg,False,False,True,11.202639440641496
12542,109631.jpg,False,True,True,26.8336180349012
12543,193873.jpg,False,False,True,27.82169189207678
12544,055308.jpg,False,False,True,27.92178801219753
12545,063105.jpg,False,False,True,27.657739847597888
12546,070056.jpg,False,True,True,25.48044067750834
12547,143777.jpg,False,True,True,24.066801898311766
12548,201657.jpg,False,False,True,27.652729192680784
12549,066272.jpg,False,True,True,27.82731752858655
12550,166161.jpg,False,True,True,24.2071132671158
12551,128674.jpg,False,False,True,26.432316549903003
12552,191703.jpg,False,False,True,26.584073975236315
12553,084162.jpg,False,False,True,16.550454543823353
12554,165106.jpg,False,False,True,20.933946884289586
12555,151530.jpg,False,True,True,15.943140186764259
12556,070025.jpg,False,False,True,25.96390304326915
12557,159226.jpg,False,False,True,27.870779765159075
12558,006998.jpg,False,False,True,21.953290707228774
12559,131949.jpg,False,True,True,21.617431384125943
12560,023271.jpg,False,False,True,24.119868938596486
12561,075943.jpg,False,True,True,22.675106398662443
12562,068066.jpg,False,False,True,26.07959422425651
12563,049805.jpg,False,False,True,27.89441578544055
12564,158585.jpg,False,False,True,22.88870610204072
12565,103087.jpg,False,False,True,23.998197960220036
12566,106458.jpg,False,True,True,24.79933027929055
12567,101573.jpg,False,False,True,22.41396664090722
12568,104690.jpg,False,False,True,24.937591759834017
12569,092754.jpg,False,True,True,25.381034804294448
12570,068596.jpg,False,False,True,25.484243077884926
12571,198992.jpg,False,True,True,26.61438499937313
12572,062879.jpg,False,False,True,25.56388219004432
12573,049256.jpg,False,False,True,23.534925001248922
12574,117550.jpg,False,False,True,25.46359299466792
12575,007221.jpg,False,True,True,27.724717244208804
12576,148671.jpg,False,True,True,21.543318371883
12577,197145.jpg,False,False,True,27.70162621534188
12578,088222.jpg,False,False,True,26.115944234801606
12579,080119.jpg,False,False,True,26.068943863938237
12580,060694.jpg,False,True,True,26.932779609875894
12581,075284.jpg,False,False,True,19.40626906803971
12582,142290.jpg,False,False,True,24.43775607616009
12583,132598.jpg,False,True,True,27.33514405275629
12584,057789.jpg,False,True,True,26.871143611012073
12585,054615.jpg,False,False,True,27.81770313473188
12586,128424.jpg,False,False,True,27.819089262350417
12587,090217.jpg,False,True,True,23.410485656386445
12588,125781.jpg,False,True,True,26.072001546800752
12589,110298.jpg,False,False,True,26.9192409131117
12590,098376.jpg,False,True,True,27.720082026161556
12591,167173.jpg,False,False,True,24.67201541314448
12592,153227.jpg,False,True,True,26.72861389378369
12593,052360.jpg,False,True,True,18.16634266879701
12594,095117.jpg,False,False,True,23.67169768397309
12595,105665.jpg,False,True,True,19.135510675074546
12596,174787.jpg,False,True,True,26.326169431602892
12597,110384.jpg,False,True,True,27.33048275963896
12598,202354.jpg,False,True,True,27.498247116547322
12599,043411.jpg,False,False,True,24.030329356719683
12600,096693.jpg,False,True,True,27.707302712028042
12601,123459.jpg,False,False,True,24.467177463658107
12602,130489.jpg,False,True,True,22.65244070774545
12603,068080.jpg,False,True,True,19.93547936953252
12604,155522.jpg,False,False,True,19.467592948493646
12605,140648.jpg,False,True,True,27.38687815673105
12606,016490.jpg,False,True,True,24.76159825971509
12607,057938.jpg,False,False,True,25.92186874742673
12608,025630.jpg,False,False,True,13.547139205988753
12609,011214.jpg,False,True,True,23.6349017215387
12610,089868.jpg,False,False,True,25.524026315003336
12611,089497.jpg,False,True,True,27.44925643176733
12612,022496.jpg,False,False,True,25.32001302699165
12613,149677.jpg,False,True,True,27.89496899242413
12614,134570.jpg,False,False,True,23.101031817912546
12615,065994.jpg,False,False,True,25.41381456467321
12616,025889.jpg,False,False,True,27.564306320754927
12617,177767.jpg,False,True,True,23.27762997100163
12618,111371.jpg,False,False,True,27.534444660577606
12619,153951.jpg,False,True,True,21.878991250357643
12620,032047.jpg,False,False,True,27.132569742840275
12621,006500.jpg,False,True,True,27.46853127801549
12622,149881.jpg,False,False,True,25.307939746712126
12623,052770.jpg,False,True,True,16.38161277002418
12624,006103.jpg,False,False,True,25.60051937627612
12625,019364.jpg,False,False,True,26.542715747527215
12626,037203.jpg,False,False,True,27.425907804107336
12627,079051.jpg,False,False,True,24.412700130514
12628,047617.jpg,False,False,True,23.713017299858365
12629,045041.jpg,False,False,True,27.92781846742012
12630,150884.jpg,False,True,True,24.082792160726285
12631,040937.jpg,False,False,True,18.015881205579067
12632,153811.jpg,False,True,True,25.90735274976818
12633,132518.jpg,False,False,True,27.242314083615078
12634,119569.jpg,False,False,True,21.570655288240566
12635,197163.jpg,False,False,True,26.15174538883257
12636,140984.jpg,False,False,True,27.141386924744292
12637,061324.jpg,False,False,True,24.12243790143691
12638,149745.jpg,False,False,True,23.91654378608684
12639,027141.jpg,False,False,True,26.075786693963288
12640,154373.jpg,False,False,True,23.97693429214875
12641,002448.jpg,False,True,True,24.72334549296567
12642,127003.jpg,False,True,True,21.239184886614023
12643,188910.jpg,False,True,True,25.0551913409324
12644,051145.jpg,False,False,True,26.0734624469577
12645,047376.jpg,False,True,True,23.63049268618245
12646,071391.jpg,False,True,True,23.446410539927722
12647,053373.jpg,False,True,True,22.68850763560398
12648,058930.jpg,False,True,True,26.996141240858698
12649,183239.jpg,False,False,True,22.643263959174405
12650,070568.jpg,False,False,True,19.3932463158502
12651,148241.jpg,False,False,True,24.647724070583703
12652,105874.jpg,False,False,True,26.74433765412233
12653,017476.jpg,False,True,True,26.09698589556076
12654,027733.jpg,False,True,True,25.18234130668417
12655,144947.jpg,False,False,True,20.581562006092206
12656,131580.jpg,False,True,True,25.36667452632061
12657,055372.jpg,False,True,True,27.35202840662305
12658,056251.jpg,False,True,True,19.970046681662012
12659,023041.jpg,False,False,True,26.87130373216857
12660,183637.jpg,False,True,True,24.400616908113125
12661,017076.jpg,False,False,True,27.44389397946868
12662,131263.jpg,False,False,True,22.3677450896908
12663,048626.jpg,False,True,True,12.02459946252376
12664,041245.jpg,False,False,True,27.193464408624788
12665,183397.jpg,False,False,True,24.46660651084785
12666,057688.jpg,False,False,True,23.20336482689713
12667,129341.jpg,False,False,True,23.14385729843141
12668,016813.jpg,False,False,True,21.574101580668625
12669,016185.jpg,False,False,True,25.71392453900127
12670,082100.jpg,False,True,True,23.144655000733717
12671,051554.jpg,False,True,True,20.23933849406302
12672,025969.jpg,False,True,True,21.908192885940103
12673,017045.jpg,False,False,True,24.721526744989323
12674,192045.jpg,False,False,True,25.16525778958423
12675,019465.jpg,False,True,True,27.59360162353311
12676,112592.jpg,False,False,True,23.053965518707088
12677,116360.jpg,False,False,True,26.378567408865603
12678,165076.jpg,False,False,True,24.9684012742882
12679,162508.jpg,False,True,True,22.21123922868766
12680,028795.jpg,False,True,True,14.05028802113508
12681,145698.jpg,False,False,True,27.480722833453086
12682,199645.jpg,False,True,True,20.04019190242013
12683,132099.jpg,False,False,True,19.196704738918488
12684,186134.jpg,False,False,True,24.56754980814612
12685,021334.jpg,False,True,True,23.294293531557933
12686,077162.jpg,False,False,True,26.868732327296875
12687,003276.jpg,False,True,True,23.46885427019502
12688,078380.jpg,False,True,True,23.590269279814205
12689,178841.jpg,False,True,True,22.44997895573075
12690,007852.jpg,False,False,True,14.265466097060239
12691,118598.jpg,False,True,True,27.95648885209461
12692,074231.jpg,False,True,True,27.052090544516567
12693,094456.jpg,False,False,True,24.46259837300916
12694,076105.jpg,False,False,True,17.652224137629627
12695,108415.jpg,False,False,True,15.141191009728406
12696,094392.jpg,False,False,True,21.565330389597484
12697,044799.jpg,False,True,True,23.799890534471626
12698,125103.jpg,False,False,True,26.71815753517849
12699,195820.jpg,False,False,True,26.30916313706887
12700,094732.jpg,False,False,True,23.54367175048266
12701,048745.jpg,False,False,True,16.79189099236192
12702,115557.jpg,False,False,True,25.82053069945486
12703,019733.jpg,False,True,True,24.727167814845053
12704,008115.jpg,False,False,True,20.421515873972663
12705,186218.jpg,False,False,True,25.93922849543205
12706,140216.jpg,False,False,True,24.04534130795177
12707,108912.jpg,False,True,True,24.66537331470659
12708,178442.jpg,False,True,True,25.15325428054101
12709,149667.jpg,False,True,True,25.29677594060652
12710,118243.jpg,False,False,True,21.99308261904292
12711,132948.jpg,False,True,True,15.628763748161626
12712,024280.jpg,False,True,True,16.554077964397536
12713,195729.jpg,False,True,True,24.376652384334392
12714,087003.jpg,False,False,True,13.94948707413836
12715,094862.jpg,False,True,True,22.32547688680305
12716,141081.jpg,False,False,True,20.7469170153302
12717,179961.jpg,False,True,True,23.630528655278287
12718,116090.jpg,False,True,True,27.4608746428646
12719,035168.jpg,False,False,True,24.400373435688337
12720,060733.jpg,False,False,True,16.676015601547807
12721,089998.jpg,False,True,True,24.54405309921393
12722,065681.jpg,False,False,True,18.822750964168872
12723,002225.jpg,False,False,True,25.95196197719449
12724,045775.jpg,False,False,True,19.219954270715974
